              table_name               |            column_name             |        data_type         | character_maximum_length | numeric_precision | numeric_scale | is_nullable 
 card_report_config                    | nome_relatorio                     | text                     |                          |                   |               | NO
 card_report_config                    | tipo_relatorio                     | text                     |                          |                   |               | NO
 card_report_config                    | incluir_graficos                   | boolean                  |                          |                   |               | YES
 card_report_config                    | incluir_detalhamento_parcelas      | boolean                  |                          |                   |               | YES
 card_report_config                    | periodo_padrao_dias                | integer                  |                          |                32 |             0 | YES
 card_report_config                    | logo_empresa                       | boolean                  |                          |                   |               | YES
 card_report_config                    | criado_em                          | timestamp with time zone |                          |                   |               | YES
 card_report_config                    | atualizado_em                      | timestamp with time zone |                          |                   |               | YES
 card_simulacoes_salvas                | id                                 | uuid                     |                          |                   |               | NO
 card_simulacoes_salvas                | user_id                            | uuid                     |                          |                   |               | NO
 card_simulacoes_salvas                | empresa_id                         | uuid                     |                          |                   |               | YES
 card_simulacoes_salvas                | nome                               | text                     |                          |                   |               | NO
 card_simulacoes_salvas                | valor_bruto                        | numeric                  |                          |                15 |             2 | NO
 card_simulacoes_salvas                | taxa_mdr                           | numeric                  |                          |                 8 |             6 | NO
 card_simulacoes_salvas                | aliquota_cbs                       | numeric                  |                          |                 8 |             6 | NO
 card_simulacoes_salvas                | aliquota_ibs                       | numeric                  |                          |                 8 |             6 | NO
 card_simulacoes_salvas                | ano_referencia                     | integer                  |                          |                32 |             0 | NO
 card_simulacoes_salvas                | valor_mdr                          | numeric                  |                          |                15 |             2 | YES
 card_simulacoes_salvas                | valor_cbs                          | numeric                  |                          |                15 |             2 | YES
 card_simulacoes_salvas                | valor_ibs                          | numeric                  |                          |                15 |             2 | YES
 card_simulacoes_salvas                | valor_liquido                      | numeric                  |                          |                15 |             2 | YES
 card_simulacoes_salvas                | observacoes                        | text                     |                          |                   |               | YES
 card_simulacoes_salvas                | criado_em                          | timestamp with time zone |                          |                   |               | YES
 card_split_simulacoes                 | id                                 | uuid                     |                          |                   |               | NO
 card_split_simulacoes                 | user_id                            | uuid                     |                          |                   |               | NO
 card_split_simulacoes                 | transacao_id                       | uuid                     |                          |                   |               | YES
 card_split_simulacoes                 | ano_referencia                     | integer                  |                          |                32 |             0 | NO
 card_split_simulacoes                 | valor_bruto                        | numeric                  |                          |                14 |             2 | NO
 card_split_simulacoes                 | aliquota_cbs                       | numeric                  |                          |                 7 |             4 | NO
 card_split_simulacoes                 | aliquota_ibs                       | numeric                  |                          |                 7 |             4 | NO
 card_split_simulacoes                 | valor_cbs                          | numeric                  |                          |                14 |             2 | NO
 card_split_simulacoes                 | valor_ibs                          | numeric                  |                          |                14 |             2 | NO
 card_split_simulacoes                 | valor_mdr                          | numeric                  |                          |                14 |             2 | NO
 card_split_simulacoes                 | valor_liquido_empresa              | numeric                  |                          |                14 |             2 | NO
 card_split_simulacoes                 | observacoes                        | text                     |                          |                   |               | YES
 card_split_simulacoes                 | created_at                         | timestamp with time zone |                          |                   |               | NO
 card_split_simulacoes                 | updated_at                         | timestamp with time zone |                          |                   |               | NO
 card_transacoes_brutas                | id                                 | uuid                     |                          |                   |               | NO
 card_transacoes_brutas                | user_id                            | uuid                     |                          |                   |               | NO
 card_transacoes_brutas                | banco_cartao_id                    | uuid                     |                          |                   |               | YES
 card_transacoes_brutas                | adquirente                         | text                     |                          |                   |               | NO
 card_transacoes_brutas                | bandeira                           | text                     |                          |                   |               | YES
 card_transacoes_brutas                | nsu                                | text                     |                          |                   |               | YES
 card_transacoes_brutas                | autorizacao                        | text                     |                          |                   |               | YES
 card_transacoes_brutas                | data_venda                         | date                     |                          |                   |               | NO
 card_transacoes_brutas                | data_prevista_recebimento          | date                     |                          |                   |               | YES
 card_transacoes_brutas                | data_recebimento                   | date                     |                          |                   |               | YES
 card_transacoes_brutas                | tipo_transacao                     | text                     |                          |                   |               | NO
 card_transacoes_brutas                | parcelas                           | integer                  |                          |                32 |             0 | NO
 card_transacoes_brutas                | parcela_atual                      | integer                  |                          |                32 |             0 | NO
 card_transacoes_brutas                | valor_bruto                        | numeric                  |                          |                14 |             2 | NO
 card_transacoes_brutas                | taxa_mdr                           | numeric                  |                          |                 7 |             4 | NO
 card_transacoes_brutas                | valor_taxa                         | numeric                  |                          |                14 |             2 | NO
 card_transacoes_brutas                | valor_liquido                      | numeric                  |                          |                14 |             2 | NO
 card_transacoes_brutas                | status_auditoria                   | text                     |                          |                   |               | NO
 card_transacoes_brutas                | conciliado                         | boolean                  |                          |                   |               | NO
 card_transacoes_brutas                | arquivo_origem                     | text                     |                          |                   |               | YES
 card_transacoes_brutas                | observacoes                        | text                     |                          |                   |               | YES
 card_transacoes_brutas                | created_at                         | timestamp with time zone |                          |                   |               | NO
 card_transacoes_brutas                | updated_at                         | timestamp with time zone |                          |                   |               | NO
 card_transacoes_brutas                | tipo_arquivo                       | text                     |                          |                   |               | YES
 card_transacoes_brutas                | empresa_id                         | uuid                     |                          |                   |               | YES
 card_transacoes_brutas                | valor_extrato_bancario             | numeric                  |                          |                15 |             2 | YES
 card_transacoes_brutas                | data_conciliacao                   | timestamp with time zone |                          |                   |               | YES
 card_transacoes_brutas                | score_conciliacao                  | numeric                  |                          |                 5 |             2 | YES
 categorias                            | id                                 | uuid                     |                          |                   |               | NO
 categorias                            | user_id                            | uuid                     |                          |                   |               | NO
 categorias                            | nome                               | text                     |                          |                   |               | NO
 categorias                            | tipo                               | text                     |                          |                   |               | NO
 categorias                            | descricao                          | text                     |                          |                   |               | YES
 categorias                            | ativo                              | boolean                  |                          |                   |               | NO
 categorias                            | created_at                         | timestamp with time zone |                          |                   |               | NO
 categorias                            | updated_at                         | timestamp with time zone |                          |                   |               | NO
 categorias                            | plano_conta_id                     | uuid                     |                          |                   |               | YES
 certificados_nfse                     | id                                 | uuid                     |                          |                   |               | NO
 certificados_nfse                     | user_id                            | uuid                     |                          |                   |               | NO
 certificados_nfse                     | nome                               | text                     |                          |                   |               | NO
 certificados_nfse                     | arquivo_path                       | text                     |                          |                   |               | YES
 certificados_nfse                     | valido_ate                         | date                     |                          |                   |               | YES
 certificados_nfse                     | cnpj                               | text                     |                          |                   |               | YES
 certificados_nfse                     | emissor                            | text                     |                          |                   |               | YES
 certificados_nfse                     | ativo                              | boolean                  |                          |                   |               | NO
 certificados_nfse                     | created_at                         | timestamp with time zone |                          |                   |               | NO
 certificados_nfse                     | updated_at                         | timestamp with time zone |                          |                   |               | NO
 certificados_nfse                     | arquivo_pfx                        | text                     |                          |                   |               | YES
 certificados_nfse                     | senha                              | text                     |                          |                   |               | YES
 certificados_nfse                     | razao_social                       | text                     |                          |                   |               | YES
 certificados_nfse                     | inscricao_municipal                | text                     |                          |                   |               | YES
 certificados_nfse                     | endereco                           | jsonb                    |                          |                   |               | YES
 certificados_nfse                     | codigo_municipio                   | text                     |                          |                   |               | YES
 certificados_nfse                     | uf                                 | text                     |                          |                   |               | YES
 certificados_nfse                     | cep                                | text                     |                          |                   |               | YES
 certificados_nfse                     | numero                             | text                     |                          |                   |               | YES
 certificados_nfse                     | bairro                             | text                     |                          |                   |               | YES
 clientes                              | id                                 | uuid                     |                          |                   |               | NO
 clientes                              | user_id                            | uuid                     |                          |                   |               | NO
 clientes                              | nome                               | text                     |                          |                   |               | NO
 clientes                              | documento                          | text                     |                          |                   |               | YES
 clientes                              | email                              | text                     |                          |                   |               | YES
 clientes                              | telefone                           | text                     |                          |                   |               | YES
 clientes                              | endereco                           | text                     |                          |                   |               | YES
 clientes                              | cidade                             | text                     |                          |                   |               | YES
 clientes                              | estado                             | text                     |                          |                   |               | YES
 clientes                              | observacoes                        | text                     |                          |                   |               | YES
 clientes                              | ativo                              | boolean                  |                          |                   |               | NO
 clientes                              | created_at                         | timestamp with time zone |                          |                   |               | NO
 clientes                              | updated_at                         | timestamp with time zone |                          |                   |               | NO
 clientes                              | bairro                             | text                     |                          |                   |               | YES
 clientes                              | cep                                | text                     |                          |                   |               | YES
 clientes                              | numero                             | text                     |                          |                   |               | YES
 clientes                              | complemento                        | text                     |                          |                   |               | YES
 clientes                              | cnae                               | text                     |                          |                   |               | YES
 clientes                              | natureza_juridica                  | text                     |                          |                   |               | YES
 clientes                              | empresa_id                         | uuid                     |                          |                   |               | YES
 cobranca_historico                    | id                                 | uuid                     |                          |                   |               | NO
 cobranca_historico                    | user_id                            | uuid                     |                          |                   |               | NO
 cobranca_historico                    | conta_receber_id                   | uuid                     |                          |                   |               | YES
 cobranca_historico                    | cliente_nome                       | text                     |                          |                   |               | YES
 cobranca_historico                    | cliente_email                      | text                     |                          |                   |               | YES
 cobranca_historico                    | tipo                               | text                     |                          |                   |               | NO
 cobranca_historico                    | canal                              | text                     |                          |                   |               | NO
 cobranca_historico                    | mensagem                           | text                     |                          |                   |               | YES
 cobranca_historico                    | status                             | text                     |                          |                   |               | NO
 cobranca_historico                    | valor                              | numeric                  |                          |                   |               | YES
 cobranca_historico                    | data_vencimento                    | date                     |                          |                   |               | YES
 cobranca_historico                    | created_at                         | timestamp with time zone |                          |                   |               | NO
 configuracoes_cartao                  | id                                 | uuid                     |                          |                   |               | NO
 configuracoes_cartao                  | empresa_id                         | uuid                     |                          |                   |               | NO
 configuracoes_cartao                  | user_id                            | uuid                     |                          |                   |               | YES
 configuracoes_cartao                  | taxa_visa                          | numeric                  |                          |                 5 |             4 | YES
 configuracoes_cartao                  | taxa_mastercard                    | numeric                  |                          |                 5 |             4 | YES
 configuracoes_cartao                  | taxa_elo                           | numeric                  |                          |                 5 |             4 | YES
 configuracoes_cartao                  | taxa_amex                          | numeric                  |                          |                 5 |             4 | YES
 configuracoes_cartao                  | taxa_hipercard                     | numeric                  |                          |                 5 |             4 | YES
 configuracoes_cartao                  | taxa_outros                        | numeric                  |                          |                 5 |             4 | YES
 configuracoes_cartao                  | prazo_credito_dias                 | integer                  |                          |                32 |             0 | YES
 configuracoes_cartao                  | prazo_debito_dias                  | integer                  |                          |                32 |             0 | YES
 configuracoes_cartao                  | prazo_parcelado_dias               | integer                  |                          |                32 |             0 | YES
 configuracoes_cartao                  | criterios_conciliacao              | jsonb                    |                          |                   |               | YES
 configuracoes_cartao                  | created_at                         | timestamp with time zone |                          |                   |               | YES
 configuracoes_cartao                  | updated_at                         | timestamp with time zone |                          |                   |               | YES
 contabilidade_erp_config              | id                                 | uuid                     |                          |                   |               | NO
 contabilidade_erp_config              | user_id                            | uuid                     |                          |                   |               | NO
 contabilidade_erp_config              | erp_tipo                           | USER-DEFINED             |                          |                   |               | NO
 contabilidade_erp_config              | nome_configuracao                  | character varying        |                      100 |                   |               | NO
 contabilidade_erp_config              | ativo                              | boolean                  |                          |                   |               | NO
 contabilidade_erp_config              | ambiente                           | USER-DEFINED             |                          |                   |               | NO
 contabilidade_erp_config              | api_url                            | text                     |                          |                   |               | YES
 contabilidade_erp_config              | api_key                            | bytea                    |                          |                   |               | YES
 contabilidade_erp_config              | api_secret                         | bytea                    |                          |                   |               | YES
 contabilidade_erp_config              | usuario                            | character varying        |                      100 |                   |               | YES
 contabilidade_erp_config              | senha                              | bytea                    |                          |                   |               | YES
 contabilidade_erp_config              | token_acesso                       | bytea                    |                          |                   |               | YES
 contabilidade_erp_config              | token_refresh                      | bytea                    |                          |                   |               | YES
 contabilidade_erp_config              | token_expira_em                    | timestamp with time zone |                          |                   |               | YES
 contabilidade_erp_config              | codigo_empresa_erp                 | character varying        |                       50 |                   |               | YES
 contabilidade_erp_config              | codigo_filial                      | character varying        |                       50 |                   |               | YES
 contabilidade_erp_config              | configuracoes_extras               | jsonb                    |                          |                   |               | YES
 contabilidade_erp_config              | ultima_sincronizacao               | timestamp with time zone |                          |                   |               | YES
 contabilidade_erp_config              | status_conexao                     | USER-DEFINED             |                          |                   |               | YES
 contabilidade_erp_config              | error_log                          | jsonb                    |                          |                   |               | YES
 contabilidade_erp_config              | created_at                         | timestamp with time zone |                          |                   |               | NO
 contabilidade_erp_config              | updated_at                         | timestamp with time zone |                          |                   |               | NO
 contabilidade_lancamentos_importados  | id                                 | uuid                     |                          |                   |               | NO
 contabilidade_lancamentos_importados  | sincronizacao_id                   | uuid                     |                          |                   |               | NO
 contabilidade_lancamentos_importados  | config_id                          | uuid                     |                          |                   |               | NO
 contabilidade_lancamentos_importados  | user_id                            | uuid                     |                          |                   |               | NO
 contabilidade_lancamentos_importados  | lancamento_erp_id                  | character varying        |                      255 |                   |               | NO
 contabilidade_lancamentos_importados  | data_lancamento                    | date                     |                          |                   |               | NO
 contabilidade_lancamentos_importados  | data_competencia                   | date                     |                          |                   |               | NO
 contabilidade_lancamentos_importados  | tipo                               | USER-DEFINED             |                          |                   |               | NO
 contabilidade_lancamentos_importados  | conta_contabil                     | character varying        |                       50 |                   |               | NO
 contabilidade_lancamentos_importados  | historico                          | text                     |                          |                   |               | YES
 contabilidade_lancamentos_importados  | valor                              | numeric                  |                          |                15 |             2 | NO
 contabilidade_lancamentos_importados  | centro_custo                       | character varying        |                       50 |                   |               | YES
 contabilidade_lancamentos_importados  | documento                          | character varying        |                      100 |                   |               | YES
 contabilidade_lancamentos_importados  | conciliado                         | boolean                  |                          |                   |               | NO
 contabilidade_lancamentos_importados  | lancamento_financeiro_vinculado_id | uuid                     |                          |                   |               | YES
 contabilidade_lancamentos_importados  | dados_originais                    | jsonb                    |                          |                   |               | NO
 contabilidade_lancamentos_importados  | created_at                         | timestamp with time zone |                          |                   |               | NO
 contabilidade_lancamentos_importados  | updated_at                         | timestamp with time zone |                          |                   |               | NO
 contabilidade_mapeamento_contas       | id                                 | uuid                     |                          |                   |               | NO
 contabilidade_mapeamento_contas       | user_id                            | uuid                     |                          |                   |               | NO
 contabilidade_mapeamento_contas       | config_id                          | uuid                     |                          |                   |               | NO
 contabilidade_mapeamento_contas       | tipo_lancamento                    | USER-DEFINED             |                          |                   |               | NO
 contabilidade_mapeamento_contas       | categoria_id                       | uuid                     |                          |                   |               | YES
 contabilidade_mapeamento_contas       | conta_contabil_erp                 | character varying        |                       50 |                   |               | NO
 contabilidade_mapeamento_contas       | historico_padrao                   | text                     |                          |                   |               | YES
 contabilidade_mapeamento_contas       | centro_custo_erp                   | character varying        |                       50 |                   |               | YES
 contabilidade_mapeamento_contas       | ativo                              | boolean                  |                          |                   |               | NO
 contabilidade_mapeamento_contas       | created_at                         | timestamp with time zone |                          |                   |               | NO
 contabilidade_mapeamento_contas       | updated_at                         | timestamp with time zone |                          |                   |               | NO
 contabilidade_sincronizacao           | id                                 | uuid                     |                          |                   |               | NO
 contabilidade_sincronizacao           | config_id                          | uuid                     |                          |                   |               | NO
 contabilidade_sincronizacao           | user_id                            | uuid                     |                          |                   |               | NO
 contabilidade_sincronizacao           | tipo_operacao                      | USER-DEFINED             |                          |                   |               | NO
 contabilidade_sincronizacao           | status                             | USER-DEFINED             |                          |                   |               | NO
 contabilidade_sincronizacao           | periodo_inicio                     | date                     |                          |                   |               | NO
 contabilidade_sincronizacao           | periodo_fim                        | date                     |                          |                   |               | NO
 contabilidade_sincronizacao           | total_registros                    | integer                  |                          |                32 |             0 | YES
 contabilidade_sincronizacao           | registros_sucesso                  | integer                  |                          |                32 |             0 | YES
 contabilidade_sincronizacao           | registros_erro                     | integer                  |                          |                32 |             0 | YES
 contabilidade_sincronizacao           | dados_exportados                   | jsonb                    |                          |                   |               | YES
 contabilidade_sincronizacao           | resposta_erp                       | jsonb                    |                          |                   |               | YES
 contabilidade_sincronizacao           | erros_detalhados                   | jsonb                    |                          |                   |               | YES
 contabilidade_sincronizacao           | iniciado_em                        | timestamp with time zone |                          |                   |               | YES
 contabilidade_sincronizacao           | finalizado_em                      | timestamp with time zone |                          |                   |               | YES
 contabilidade_sincronizacao           | iniciado_por                       | uuid                     |                          |                   |               | YES
 contabilidade_sincronizacao           | created_at                         | timestamp with time zone |                          |                   |               | NO
 contabilidade_sincronizacao           | updated_at                         | timestamp with time zone |                          |                   |               | NO
 contador_config                       | id                                 | uuid                     |                          |                   |               | NO
 contador_config                       | user_id                            | uuid                     |                          |                   |               | NO
 contador_config                       | nome_contador                      | text                     |                          |                   |               | YES
 contador_config                       | email_contador                     | text                     |                          |                   |               | NO
 contador_config                       | escritorio                         | text                     |                          |                   |               | YES
 contador_config                       | created_at                         | timestamp with time zone |                          |                   |               | NO
 contador_config                       | updated_at                         | timestamp with time zone |                          |                   |               | NO
 contador_documentos                   | id                                 | uuid                     |                          |                   |               | NO
 contador_documentos                   | user_id                            | uuid                     |                          |                   |               | NO
 contador_documentos                   | nome_arquivo                       | text                     |                          |                   |               | NO
 contador_documentos                   | storage_path                       | text                     |                          |                   |               | NO
 contador_documentos                   | tipo_arquivo                       | text                     |                          |                   |               | YES
 contador_documentos                   | tamanho                            | bigint                   |                          |                64 |             0 | YES
 contador_documentos                   | mes_referencia                     | integer                  |                          |                32 |             0 | YES
 contador_documentos                   | ano_referencia                     | integer                  |                          |                32 |             0 | YES
 contador_documentos                   | enviado                            | boolean                  |                          |                   |               | NO
 contador_documentos                   | enviado_em                         | timestamp with time zone |                          |                   |               | YES
 contador_documentos                   | created_at                         | timestamp with time zone |                          |                   |               | NO
 contador_documentos                   | updated_at                         | timestamp with time zone |                          |                   |               | NO
 contas_pagar                          | id                                 | uuid                     |                          |                   |               | NO
 contas_pagar                          | user_id                            | uuid                     |                          |                   |               | NO
 contas_pagar                          | fornecedor_id                      | uuid                     |                          |                   |               | YES
 contas_pagar                          | categoria_id                       | uuid                     |                          |                   |               | YES
 contas_pagar                          | descricao                          | text                     |                          |                   |               | NO
 contas_pagar                          | valor                              | numeric                  |                          |                15 |             2 | NO
 contas_pagar                          | data_emissao                       | date                     |                          |                   |               | NO
 contas_pagar                          | data_vencimento                    | date                     |                          |                   |               | NO
 contas_pagar                          | data_pagamento                     | date                     |                          |                   |               | YES
 contas_pagar                          | status                             | text                     |                          |                   |               | NO
 contas_pagar                          | documento                          | text                     |                          |                   |               | YES
 contas_pagar                          | observacoes                        | text                     |                          |                   |               | YES
 contas_pagar                          | created_at                         | timestamp with time zone |                          |                   |               | NO
 contas_pagar                          | updated_at                         | timestamp with time zone |                          |                   |               | NO
 contas_pagar                          | recorrente                         | boolean                  |                          |                   |               | NO
